"","topic","term","beta"
"2428",8,"какь",6.52491390454164e-07
"2429",9,"какь",0.00221436794997647
"2430",10,"какь",1.85134517567615e-35
"2431",1,"камера",0.000366563934027067
"2432",2,"камера",3.45705374959857e-26
"2433",3,"камера",6.68834642666886e-24
"2434",4,"камера",0.00024318632401429
"2435",5,"камера",8.21279787881348e-304
"2436",6,"камера",6.89384126907465e-38
"2437",7,"камера",0.00174658780010748
"2438",8,"камера",6.12754946796104e-11
"2439",9,"камера",1.24489180917199e-27
"2440",10,"камера",2.99969500263667e-47
"2441",1,"карлов",0.0013799423746509
"2442",2,"карлов",1.19726829367797e-55
"2443",3,"карлов",1.47655855142362e-55
"2444",4,"карлов",3.72007597602084e-44
"2445",5,"карлов",3.72007597602084e-44
"2446",6,"карлов",3.72007597602084e-44
"2447",7,"карлов",3.72007597602084e-44
"2448",8,"карлов",3.72007597602084e-44
"2449",9,"карлов",3.72007597602084e-44
"2450",10,"карлов",3.72007597602084e-44
"2451",1,"касса",0.000534714145121642
"2452",2,"касса",2.14928062987857e-24
"2453",3,"касса",2.65230975081976e-67
"2454",4,"касса",1.30371893810723e-08
"2455",5,"касса",0.000450029036466566
"2456",6,"касса",0.000261878069656959
"2457",7,"касса",0.00248913232018903
"2458",8,"касса",0.000312844694943466
"2459",9,"касса",0.000102958667854594
"2460",10,"касса",0.000467107858072855
"2461",1,"класс",1.18028807072194e-25
"2462",2,"класс",0.00131016006853362
"2463",3,"класс",0.000438650169659884
"2464",4,"класс",0.00628417710715471
"2465",5,"класс",0.000592677154818685
"2466",6,"класс",4.40470569644005e-31
"2467",7,"класс",5.68388390486807e-18
"2468",8,"класс",1.40875938319126e-16
"2469",9,"класс",8.29557488961459e-13
"2470",10,"класс",2.74820741460866e-42
"2471",1,"команда",0.00450544734437632
"2472",2,"команда",0.000119540442497776
"2473",3,"команда",0.000446543979721561
"2474",4,"команда",1.15730057371071e-06
"2475",5,"команда",8.73515512236808e-19
"2476",6,"команда",0.000592124528392472
"2477",7,"команда",7.80976220496104e-09
"2478",8,"команда",2.9981786438814e-23
"2479",9,"команда",8.95134071103447e-30
"2480",10,"команда",6.74826019455852e-22
"2481",1,"крыленко",3.72959169032035e-37
"2482",2,"крыленко",3.91763551251545e-38
"2483",3,"крыленко",0.00213472224113336
"2484",4,"крыленко",2.79000103941806e-170
"2485",5,"крыленко",3.60537069773969e-64
"2486",6,"крыленко",1.83332422709721e-46
"2487",7,"крыленко",7.43845165666948e-75
"2488",8,"крыленко",1.29465589650672e-12
"2489",9,"крыленко",1.32790382507302e-42
"2490",10,"крыленко",5.10105301651231e-75
"2491",1,"куб",1.10678789186861e-44
"2492",2,"куб",9.03090454050363e-114
"2493",3,"куб",1.07846683396985e-37
"2494",4,"куб",0.000875901555033295
"2495",5,"куб",8.89596309875749e-308
"2496",6,"куб",4.75074349112301e-278
"2497",7,"куб",7.88011657450208e-38
"2498",8,"куб",0.000139689378378742
"2499",9,"куб",8.03773743932922e-35
"2500",10,"куб",9.67987838912998e-43
"2501",1,"между",0.00530595608455561
"2502",2,"между",0.00731358929389625
"2503",3,"между",0.0141874408822874
"2504",4,"между",0.00311002818768563
"2505",5,"между",2.34353825903889e-22
"2506",6,"между",0.0148969514795519
"2507",7,"между",0.00257181421352192
"2508",8,"между",0.0186476766256916
"2509",9,"между",0.0100243764913413
"2510",10,"между",0.000611512178691381
"2511",1,"может",0.00351386898117721
"2512",2,"может",0.0134769496213625
"2513",3,"может",0.00721318768885411
"2514",4,"может",0.00487472628693053
"2515",5,"может",1.65984916421988e-28
"2516",6,"может",5.38356365286628e-13
"2517",7,"может",0.00277059869718645
"2518",8,"может",0.0195269542052993
"2519",9,"может",0.00513141674701764
"2520",10,"может",1.5487900485322e-29
"2521",1,"моряк",0.00299324528380932
"2522",2,"моряк",3.20748534632125e-05
"2523",3,"моряк",1.79650739815369e-09
"2524",4,"моряк",0.000557812869284639
"2525",5,"моряк",0.000152519742478012
"2526",6,"моряк",0.000677434080137978
"2527",7,"моряк",0.000149076069674586
"2528",8,"моряк",5.78594180156568e-26
"2529",9,"моряк",1.78728517063653e-15
"2530",10,"моряк",4.66062366073059e-34
"2531",1,"мука",0.000371863756955249
"2532",2,"мука",0.000247313222765256
"2533",3,"мука",2.20096501993297e-05
"2534",4,"мука",0.00036003609800498
"2535",5,"мука",0.00205406681220152
"2536",6,"мука",0.000104246506255366
"2537",7,"мука",0.000276103523061454
"2538",8,"мука",0.00110222811159789
"2539",9,"мука",0.00244469605224421
"2540",10,"мука",4.07127858893192e-20
"2541",1,"новатый",3.72007597602084e-44
"2542",2,"новатый",3.72007597602084e-44
"2543",3,"новатый",3.72007597602084e-44
"2544",4,"новатый",0.000583934370019003
"2545",5,"новатый",3.72007597602084e-44
"2546",6,"новатый",3.72007597602084e-44
"2547",7,"новатый",3.72007597602084e-44
"2548",8,"новатый",0
"2549",9,"новатый",3.72007597602084e-44
"2550",10,"новатый",0
"2551",1,"отд",0.000566020677658544
"2552",2,"отд",6.76548263065376e-06
"2553",3,"отд",0.000686292233157901
"2554",4,"отд",0.00351918573662019
"2555",5,"отд",0.00376407508849825
"2556",6,"отд",0.000171191478450943
"2557",7,"отд",0.00231693585414694
"2558",8,"отд",3.54008141034405e-05
"2559",9,"отд",0.00094861145282911
"2560",10,"отд",0.00321978073575421
"2561",1,"оте",0.000180337491410654
"2562",2,"оте",0.000453160451411184
"2563",3,"оте",1.16439457239226e-24
"2564",4,"оте",0.00202664413740121
"2565",5,"оте",0.000975557086531923
"2566",6,"оте",1.94835037877356e-13
"2567",7,"оте",3.58728040796309e-25
"2568",8,"оте",0.000346324352065853
"2569",9,"оте",1.04882396106399e-23
"2570",10,"оте",4.26209750340028e-23
"2571",1,"отх",6.0500314595844e-319
"2572",2,"отх",1.48219693752374e-323
"2573",3,"отх",1.63041663127611e-322
"2574",4,"отх",9.31565217526112e-314
"2575",5,"отх",0.000431266186136098
"2576",6,"отх",3.95450142931334e-320
"2577",7,"отх",1.19563886293582e-321
"2578",8,"отх",3.82613865876378e-315
"2579",9,"отх",4.68384088988118e-66
"2580",10,"отх",1.20505558319884e-314
"2581",1,"пар",6.12150924779648e-12
"2582",2,"пар",0.000824767848086615
"2583",3,"пар",1.29822166923937e-10
"2584",4,"пар",0.000619518764179991
"2585",5,"пар",7.84500717383968e-33
"2586",6,"пар",5.29526142928066e-74
"2587",7,"пар",3.63125629659464e-36
"2588",8,"пар",4.25937013430051e-05
"2589",9,"пар",4.05061203931763e-11
"2590",10,"пар",4.2782419799086e-268
"2591",1,"петроград",0.00416652438798234
"2592",2,"петроград",1.22029394713269e-09
"2593",3,"петроград",0.0137380015258927
"2594",4,"петроград",1.00687340983463e-11
"2595",5,"петроград",0.00136044111426642
"2596",6,"петроград",0.00529524525422539
"2597",7,"петроград",0.000623318898366346
"2598",8,"петроград",6.4854467639397e-05
"2599",9,"петроград",8.22894068638097e-07
"2600",10,"петроград",0.00212871075662849
"2601",1,"промышленность",1.12251616303891e-09
"2602",2,"промышленность",2.46411419225019e-26
"2603",3,"промышленность",0.000106523845160779
"2604",4,"промышленность",0.0013601865492457
"2605",5,"промышленность",0.000147719472638841
"2606",6,"промышленность",0.000110162366949299
"2607",7,"промышленность",6.52701838472812e-05
"2608",8,"промышленность",0.00219758636723503
"2609",9,"промышленность",2.41746556893942e-08
"2610",10,"промышленность",0.00434214911628892
"2611",1,"революшя",4.67483403227361e-36
"2612",2,"революшя",4.49417486158804e-98
"2613",3,"революшя",4.2448095588847e-81
"2614",4,"революшя",0.00160581951752212
"2615",5,"революшя",4.59207947068815e-72
"2616",6,"революшя",2.61085507367182e-312
"2617",7,"революшя",1.9734253447821e-27
"2618",8,"революшя",2.88399575414661e-14
"2619",9,"революшя",1.62682530447831e-141
"2620",10,"революшя",1.2794437888706e-308
"2621",1,"сейчас",9.73044405729591e-11
"2622",2,"сейчас",0.00518780288576402
"2623",3,"сейчас",0.00315029673128861
"2624",4,"сейчас",3.14870725546451e-10
"2625",5,"сейчас",1.66130212906783e-32
"2626",6,"сейчас",3.09416405145063e-13
"2627",7,"сейчас",5.53975633823927e-21
"2628",8,"сейчас",0.00107890674639398
"2629",9,"сейчас",0.00152842447622632
"2630",10,"сейчас",1.63901937843811e-36
"2631",1,"сила",3.47404783160001e-15
"2632",2,"сила",0.00698072718393389
"2633",3,"сила",0.00362234701724352
"2634",4,"сила",0.00185550878008246
"2635",5,"сила",1.79696744687753e-37
"2636",6,"сила",0.00233500206648742
"2637",7,"сила",0.000979417761654302
"2638",8,"сила",0.00676573278971831
"2639",9,"сила",0.00292097396854692
"2640",10,"сила",0.000981991562278451
"2641",1,"скот",3.63894997022623e-276
"2642",2,"скот",1.81590998609389e-05
"2643",3,"скот",2.54825651331631e-304
"2644",4,"скот",3.73692197759576e-34
"2645",5,"скот",2.44845587856504e-41
"2646",6,"скот",2.69120772390953e-10
"2647",7,"скот",9.84691052437295e-31
"2648",8,"скот",7.20023580031151e-37
"2649",9,"скот",0.000133183893790812
"2650",10,"скот",0.00331724861715498
"2651",1,"собр",3.83018131421231e-35
"2652",2,"собр",5.57630937194758e-30
"2653",3,"собр",1.2824151892792e-24
"2654",4,"собр",1.19313877868758e-47
"2655",5,"собр",9.35383195271936e-78
"2656",6,"собр",4.37573090403175e-55
"2657",7,"собр",0.000526299500117529
"2658",8,"собр",3.36494759267007e-11
"2659",9,"собр",1.8027604891962e-15
"2660",10,"собр",0.0117288815029852
"2661",1,"собирать",0.0107182685600804
"2662",2,"собирать",7.71075539789239e-08
"2663",3,"собирать",0.00213350554305889
"2664",4,"собирать",0.00703591770245494
"2665",5,"собирать",0.00451015742177619
"2666",6,"собирать",8.24509167590282e-07
"2667",7,"собирать",0.0212790105738011
"2668",8,"собирать",7.46359050725455e-06
"2669",9,"собирать",5.65252928044404e-06
"2670",10,"собирать",1.29393473701359e-25
"2671",1,"совутый",0.000892513891011455
"2672",2,"совутый",2.37610156602545e-07
"2673",3,"совутый",3.4971331663555e-19
"2674",4,"совутый",1.2563388287539e-167
"2675",5,"совутый",2.56592829286077e-314
"2676",6,"совутый",4.65020847089307e-311
"2677",7,"совутый",1.47782651022108e-232
"2678",8,"совутый",3.0364190870057e-20
"2679",9,"совутый",4.56918308845732e-188
"2680",10,"совутый",4.17161137626141e-306
"2681",1,"солдат",0.00836273138581893
"2682",2,"солдат",0.00700957033762884
"2683",3,"солдат",0.0176651704616138
"2684",4,"солдат",0.0104827126420211
"2685",5,"солдат",1.92221557538943e-20
"2686",6,"солдат",0.00107950156260398
"2687",7,"солдат",0.000259060272613808
"2688",8,"солдат",1.77158455835364e-07
"2689",9,"солдат",1.36771942982279e-07
"2690",10,"солдат",1.58806163210554e-26
"2691",1,"суд",2.1457090547728e-05
"2692",2,"суд",0.00370409532355566
"2693",3,"суд",0.00199092078781016
"2694",4,"суд",0.000854596914433819
"2695",5,"суд",0.000757908294835882
"2696",6,"суд",0.00535710652906582
"2697",7,"суд",2.17788361562588e-05
"2698",8,"суд",4.46134043768925e-15
"2699",9,"суд",2.95884653029205e-05
"2700",10,"суд",0.0172876332653669
"2701",1,"там",0.000517632018551334
"2702",2,"там",0.0059777489130401
"2703",3,"там",0.0012385049017309
"2704",4,"там",0.00105051856967028
"2705",5,"там",5.25708056351981e-13
"2706",6,"там",9.73801643523029e-22
"2707",7,"там",2.45110284574449e-19
"2708",8,"там",4.11011713736531e-08
"2709",9,"там",0.00325645467318461
"2710",10,"там",1.50031169175504e-43
"2711",1,"тело",1.95239329522401e-36
"2712",2,"тело",3.33770644315157e-34
"2713",3,"тело",9.15170384996228e-52
"2714",4,"тело",2.77042605066804e-24
"2715",5,"тело",0.0293261006572547
"2716",6,"тело",2.71435838080386e-30
"2717",7,"тело",2.75451822533955e-25
"2718",8,"тело",1.39768462701561e-59
"2719",9,"тело",8.3886055842214e-25
"2720",10,"тело",3.08758193039114e-59
"2721",1,"терещенко",2.12899671976668e-12
"2722",2,"терещенко",0.00124331588283769
"2723",3,"терещенко",0.000126921142417028
"2724",4,"терещенко",4.06958811055495e-19
"2725",5,"терещенко",4.6765364412164e-44
"2726",6,"терещенко",7.35965484478607e-17
"2727",7,"терещенко",1.24473044164321e-23
"2728",8,"терещенко",0.00113764732624409
"2729",9,"терещенко",3.07796592336441e-08
"2730",10,"терещенко",0.000320616915795956
"2731",1,"указывать",6.53521643709658e-11
"2732",2,"указывать",8.20765543872091e-11
"2733",3,"указывать",0.00165641726251857
"2734",4,"указывать",5.46649872970147e-08
"2735",5,"указывать",0.00022181945501611
"2736",6,"указывать",3.4265392286873e-06
"2737",7,"указывать",0.000366194520299451
"2738",8,"указывать",0.00173039706292216
"2739",9,"указывать",0.000145402201709919
"2740",10,"указывать",1.37336473419513e-42
"2741",1,"укр",4.69914831187756e-10
"2742",2,"укр",3.23687147460107e-33
"2743",3,"укр",0.00198028384487644
"2744",4,"укр",3.23294954454968e-45
"2745",5,"укр",0.000217940412677953
"2746",6,"укр",4.50253837389201e-26
"2747",7,"укр",1.84832149909024e-17
"2748",8,"укр",2.15192307426482e-25
"2749",9,"укр",9.35401438119494e-59
"2750",10,"укр",5.5177649814469e-74
"2751",1,"хла",9.7270419377637e-18
"2752",2,"хла",0.000256743958023135
"2753",3,"хла",0.000693967735348907
"2754",4,"хла",9.09119972634561e-06
"2755",5,"хла",0.000636855997869265
"2756",6,"хла",0.00149344362196541
"2757",7,"хла",6.22073477489783e-15
"2758",8,"хла",4.42375751717358e-08
"2759",9,"хла",0.0127933400228014
"2760",10,"хла",2.45385720596269e-23
"2761",1,"хлфба",6.61911152072235e-56
"2762",2,"хлфба",4.03275882768961e-56
"2763",3,"хлфба",9.14143192634912e-123
"2764",4,"хлфба",7.93597869171658e-56
"2765",5,"хлфба",5.8611367033129e-56
"2766",6,"хлфба",6.66411830636721e-56
"2767",7,"хлфба",6.62879680871126e-56
"2768",8,"хлфба",7.59381150591264e-56
"2769",9,"хлфба",0.00041003766747256
"2770",10,"хлфба",8.53741161299326e-56
"2771",1,"шерстный",3.72007597602084e-44
"2772",2,"шерстный",3.72007597602084e-44
"2773",3,"шерстный",3.72007597602084e-44
"2774",4,"шерстный",3.72007597602084e-44
"2775",5,"шерстный",3.72007597602084e-44
"2776",6,"шерстный",3.72007597602084e-44
"2777",7,"шерстный",3.72007597602084e-44
"2778",8,"шерстный",0
"2779",9,"шерстный",0.00041003766747256
"2780",10,"шерстный",0
"2781",1,"hansu",3.72007597602084e-44
"2782",2,"hansu",9.89226191121783e-56
"2783",3,"hansu",1.21998588282331e-55
"2784",4,"hansu",3.72007597602084e-44
"2785",5,"hansu",1.43772437977354e-55
"2786",6,"hansu",0.000929258293294823
"2787",7,"hansu",3.72007597602084e-44
"2788",8,"hansu",3.72007597602084e-44
"2789",9,"hansu",1.36695429061157e-55
"2790",10,"hansu",0.000327647408565313
"2791",1,"johan",8.12775152044588e-56
"2792",2,"johan",6.87923570297162e-68
"2793",3,"johan",1.04617060287823e-67
"2794",4,"johan",9.74475952913461e-56
"2795",5,"johan",1.45192273709583e-67
"2796",6,"johan",0.00102156272345761
"2797",7,"johan",1.85215933554916e-67
"2798",8,"johan",2.43621601204451e-67
"2799",9,"johan",1.31101110789062e-67
"2800",10,"johan",9.00420694170493e-33
"2801",1,"johani",2.2974052531618e-321
"2802",2,"johani",1.61547467667509e-55
"2803",3,"johani",3.72007597602084e-44
"2804",4,"johani",3.72007597602084e-44
"2805",5,"johani",1.24965505999564e-318
"2806",6,"johani",0.00134846279496404
"2807",7,"johani",3.72007597602084e-44
"2808",8,"johani",4.07899950477422e-22
"2809",9,"johani",3.72007597602084e-44
"2810",10,"johani",4.84819015078745e-25
"2811",1,"mapia",0.0022728462641309
"2812",2,"mapia",1.47644439394539e-55
"2813",3,"mapia",3.72007597602084e-44
"2814",4,"mapia",3.72007597602084e-44
"2815",5,"mapia",3.72007597602084e-44
"2816",6,"mapia",3.72007597602084e-44
"2817",7,"mapia",3.72007597602084e-44
"2818",8,"mapia",3.72007597602084e-44
"2819",9,"mapia",3.72007597602084e-44
"2820",10,"mapia",0
"2821",1,"mic",2.30284876485993e-304
"2822",2,"mic",5.84201435531791e-313
"2823",3,"mic",8.53250380877086e-309
"2824",4,"mic",5.35756805034181e-302
"2825",5,"mic",0.000215633093064904
"2826",6,"mic",1.54120725031561e-306
"2827",7,"mic",3.95528331411194e-227
"2828",8,"mic",1.30159101367456e-42
"2829",9,"mic",0.000478377278720977
"2830",10,"mic",2.27570864413904e-299
"2831",1,"peeter",8.66790593770965e-56
"2832",2,"peeter",7.83200704139114e-68
"2833",3,"peeter",1.19106482523367e-67
"2834",4,"peeter",1.03923777671836e-55
"2835",5,"peeter",1.65301344365589e-67
"2836",6,"peeter",0.000572075125136259
"2837",7,"peeter",2.10868268470552e-67
"2838",8,"peeter",9.94430113037708e-56
"2839",9,"peeter",1.49258559628995e-67
"2840",10,"peeter",3.23764994697658e-43
"2841",1,"vii",1.96341106419949e-05
"2842",2,"vii",1.08966891502414e-105
"2843",3,"vii",7.86363975576456e-21
"2844",4,"vii",1.35323967096526e-37
"2845",5,"vii",0.000144527438630386
"2846",6,"vii",0.00222516558054717
"2847",7,"vii",0.000164202067760504
"2848",8,"vii",1.11732894379124e-50
"2849",9,"vii",4.16857993337234e-31
"2850",10,"vii",5.45640072972311e-27
"2851",1,"xii",1.44391181742039e-17
"2852",2,"xii",3.51134469528015e-13
"2853",3,"xii",0.000166458211368521
"2854",4,"xii",0.00213961497537402
"2855",5,"xii",7.06553101729513e-56
"2856",6,"xii",1.51306473278821e-19
"2857",7,"xii",3.28486485100489e-23
"2858",8,"xii",3.96542362511867e-23
"2859",9,"xii",4.19479287097768e-115
"2860",10,"xii",0.000186991268775901
"2861",1,"альтшиллер",2.04543177378276e-321
"2862",2,"альтшиллер",3.20667692877893e-299
"2863",3,"альтшиллер",1.09275157860846e-40
"2864",4,"альтшиллер",0.00053527317251742
"2865",5,"альтшиллер",9.38724727098368e-323
"2866",6,"альтшиллер",9.88131291682493e-324
"2867",7,"альтшиллер",0
"2868",8,"альтшиллер",2.80629286837828e-321
"2869",9,"альтшиллер",0
"2870",10,"альтшиллер",5.92192023761777e-319
"2871",1,"больша",1.93797106748088e-10
"2872",2,"больша",3.94041300696114e-90
"2873",3,"больша",7.72977653097039e-71
"2874",4,"больша",9.7508602847597e-51
"2875",5,"больша",0.00558489437895692
"2876",6,"больша",2.45445673137138e-17
"2877",7,"больша",0.00122132009650173
"2878",8,"больша",6.85149600557926e-38
"2879",9,"больша",5.10720927634974e-21
"2880",10,"больша",8.12606240384256e-05
"2881",1,"борьба",0.00102101040040169
"2882",2,"борьба",0.00427923924664605
"2883",3,"борьба",0.00255247287214169
"2884",4,"борьба",0.00729138457640174
"2885",5,"борьба",3.93707139402104e-08
"2886",6,"борьба",0.000675257897449425
"2887",7,"борьба",0.000656916612602946
"2888",8,"борьба",0.00753942649870809
"2889",9,"борьба",0.00125213315654076
"2890",10,"борьба",9.58990762130148e-26
"2891",1,"будел",8.43581340512664e-52
"2892",2,"будел",0.0010632817766845
"2893",3,"будел",1.77285560786434e-22
"2894",4,"будел",2.06546565814698e-13
"2895",5,"будел",5.23756207500526e-67
"2896",6,"будел",2.17579735842418e-13
"2897",7,"будел",4.42994337052937e-16
"2898",8,"будел",2.7197873144146e-12
"2899",9,"будел",1.42670605624227e-08
"2900",10,"будел",1.57655843510637e-303
"2901",1,"вейх",0.000954945084347617
"2902",2,"вейх",1.31827933897154e-21
"2903",3,"вейх",6.6243935403937e-14
"2904",4,"вейх",6.20171819588573e-19
"2905",5,"вейх",1.49737590146194e-41
"2906",6,"вейх",5.22159460009944e-30
"2907",7,"вейх",0.000530778765598167
"2908",8,"вейх",0.000624477391387332
"2909",9,"вейх",4.69369842138475e-08
"2910",10,"вейх",2.17039154355383e-23
"2911",1,"военный",0.0101852355149604
"2912",2,"военный",0.000225549009881144
"2913",3,"военный",0.00446725136938782
"2914",4,"военный",0.00171909273982901
"2915",5,"военный",3.01732967760193e-16
"2916",6,"военный",0.00215043336419255
"2917",7,"военный",0.000982233864648941
"2918",8,"военный",0.00409628678627563
"2919",9,"военный",0.000908833838643698
"2920",10,"военный",3.93405034831554e-05
"2921",1,"войско",1.49149237166562e-05
"2922",2,"войско",0.00082851290279117
"2923",3,"войско",0.0124471344376504
"2924",4,"войско",2.64335405549542e-11
"2925",5,"войско",6.37597688825691e-22
"2926",6,"войско",0.01650462105674
"2927",7,"войско",6.92427639655098e-12
"2928",8,"войско",3.02711818565204e-06
"2929",9,"войско",2.65983378175821e-11
"2930",10,"войско",1.21532992692234e-28
"2931",1,"временный",5.62386577340744e-07
"2932",2,"временный",0.000358140078286105
"2933",3,"временный",0.0125052744144391
"2934",4,"временный",6.41425586598052e-11
"2935",5,"временный",3.62166770471602e-34
"2936",6,"временный",0.00194092258809852
"2937",7,"временный",0.0043802645720731
"2938",8,"временный",0.00120013650458538
"2939",9,"временный",4.57457478349705e-15
"2940",10,"временный",0.00143440566694153
"2941",1,"городской",1.21102456389894e-11
"2942",2,"городской",3.90207096741991e-17
"2943",3,"городской",3.63036075295338e-15
"2944",4,"городской",3.25106877387869e-05
"2945",5,"городской",0.00584446005312032
"2946",6,"городской",1.25198348572355e-16
"2947",7,"городской",0.0194050626587443
"2948",8,"городской",5.02209974530992e-09
"2949",9,"городской",1.41862821174056e-11
"2950",10,"городской",0.0145683278647808
"2951",1,"госуд",7.60347137773971e-48
"2952",2,"госуд",4.89920835874385e-10
"2953",3,"госуд",0.00041167716752725
"2954",4,"госуд",2.73487383782286e-52
"2955",5,"госуд",2.90116212340493e-24
"2956",6,"госуд",0.000178091211097608
"2957",7,"госуд",9.7903694716651e-25
"2958",8,"госуд",0.000144290287063784
"2959",9,"госуд",0.000958240888779213
"2960",10,"госуд",1.21316554457425e-224
"2961",1,"гражданин",8.7839772866154e-07
"2962",2,"гражданин",0.00626475381275039
"2963",3,"гражданин",0.00227298108284274
"2964",4,"гражданин",0.000459570592534668
"2965",5,"гражданин",3.89828502964284e-24
"2966",6,"гражданин",8.71266343040652e-07
"2967",7,"гражданин",0.000955948047306107
"2968",8,"гражданин",0.00026969669997448
"2969",9,"гражданин",3.48963871202731e-14
"2970",10,"гражданин",0.000487824726193517
"2971",1,"даже",5.77127480993376e-21
"2972",2,"даже",0.0252369614012226
"2973",3,"даже",1.28620508660527e-11
"2974",4,"даже",1.20308154961355e-10
"2975",5,"даже",2.01302055273516e-40
"2976",6,"даже",2.07181528292345e-13
"2977",7,"даже",5.50641436443484e-35
"2978",8,"даже",0.00244052816558972
"2979",9,"даже",0.0139752066165793
"2980",10,"даже",7.7856388378931e-20
"2981",1,"дезертир",1.12502087479744e-40
"2982",2,"дезертир",1.72143508932459e-54
"2983",3,"дезертир",3.13653342509253e-22
"2984",4,"дезертир",8.22495517291637e-306
"2985",5,"дезертир",5.11750244385517e-55
"2986",6,"дезертир",5.86080479650363e-33
"2987",7,"дезертир",0.00117873187628562
"2988",8,"дезертир",2.11082607669851e-305
"2989",9,"дезертир",1.65627643165212e-55
"2990",10,"дезертир",1.03398725318613e-304
"2991",1,"деньги",0.00201193863110847
"2992",2,"деньги",0.00229446251429134
"2993",3,"деньги",2.54332484994787e-18
"2994",4,"деньги",1.56215400644184e-06
"2995",5,"деньги",0.000492757246786801
"2996",6,"деньги",9.47600585344259e-12
"2997",7,"деньги",8.16045183910532e-05
"2998",8,"деньги",0.00180471998811525
"2999",9,"деньги",0.000343825857799686
"3000",10,"деньги",0.000579384853077219
"3001",1,"домой",1.98919938504955e-308
"3002",2,"домой",0.000492158432084181
"3003",3,"домой",0.000307791632323649
"3004",4,"домой",1.97306778956946e-07
"3005",5,"домой",1.48481765116419e-311
"3006",6,"домой",1.06783928023466e-58
"3007",7,"домой",1.09924492000039e-287
"3008",8,"домой",3.02357914515715e-215
"3009",9,"домой",3.49462970871117e-16
"3010",10,"домой",3.1397013119007e-247
"3011",1,"дон",1.05520347461677e-20
"3012",2,"дон",1.08802821139507e-25
"3013",3,"дон",0.000914875849606139
"3014",4,"дон",1.57592314627073e-13
"3015",5,"дон",6.51909960109254e-25
"3016",6,"дон",2.34377474113316e-45
"3017",7,"дон",5.19881641808338e-249
"3018",8,"дон",2.34607089491673e-15
"3019",9,"дон",5.72686806492339e-09
"3020",10,"дон",6.93725040995508e-62
"3021",1,"духонина",2.80224745887013e-317
"3022",2,"духонина",5.48379401412198e-32
"3023",3,"духонина",0.000670912704622688
"3024",4,"духонина",2.61643232861807e-289
"3025",5,"духонина",2.39226585716332e-320
"3026",6,"духонина",6.51385143007636e-70
"3027",7,"духонина",1.4898806532395e-71
"3028",8,"духонина",2.56210311344123e-28
"3029",9,"духонина",7.83677460354351e-43
"3030",10,"духонина",2.46687386400735e-313
"3031",1,"земля",0.00127549341824354
"3032",2,"земля",0.00437660983675774
"3033",3,"земля",0.00228789772784987
"3034",4,"земля",0.00670156774247782
"3035",5,"земля",8.47909867615414e-48
"3036",6,"земля",2.56096606299895e-12
"3037",7,"земля",1.8597928507139e-08
"3038",8,"земля",0.00153565911851431
"3039",9,"земля",0.00383130259788157
"3040",10,"земля",0.000457202746785273
"3041",1,"ивинуть",1.11729327373381e-55
"3042",2,"ивинуть",0.000346188126569393
"3043",3,"ивинуть",8.39515054987637e-56
"3044",4,"ивинуть",1.33957783190386e-55
"3045",5,"ивинуть",9.89348577455623e-56
"3046",6,"ивинуть",1.12498609967004e-55
"3047",7,"ивинуть",1.11892811549593e-55
"3048",8,"ивинуть",1.28182073295182e-55
"3049",9,"ивинуть",9.40649182022313e-56
"3050",10,"ивинуть",1.44109859131291e-55
"3051",1,"интерес",1.90373743461314e-18
"3052",2,"интерес",0.00194413739029038
"3053",3,"интерес",0.000173148575714548
"3054",4,"интерес",0.00126094014443276
"3055",5,"интерес",1.74816389198777e-34
"3056",6,"интерес",3.38446352510594e-50
"3057",7,"интерес",0.000462157467521438
"3058",8,"интерес",0.00180827636469645
"3059",9,"интерес",0.000156585770660354
"3060",10,"интерес",6.01459476303536e-39
"3061",1,"каки",4.66070338684514e-47
"3062",2,"каки",0.000395643573221113
"3063",3,"каки",1.52760684855574e-37
"3064",4,"каки",2.62936262587186e-302
"3065",5,"каки",6.56865562461364e-310
"3066",6,"каки",4.18749404497841e-145
"3067",7,"каки",0.000162583707075606
"3068",8,"каки",1.46757049552411e-304
"3069",9,"каки",1.28867597684862e-53
"3070",10,"каки",3.60864959375003e-301
"3071",1,"капиталист",5.44553753895255e-31
"3072",2,"капиталист",0.000800765265260499
"3073",3,"капиталист",4.67616392302165e-24
"3074",4,"капиталист",0.00241440807258325
"3075",5,"капиталист",9.57864224800007e-214
"3076",6,"капиталист",7.51654997538848e-62
"3077",7,"капиталист",6.9213998018334e-54
"3078",8,"капиталист",1.78898621885953e-17
"3079",9,"капиталист",2.57392178668624e-79
"3080",10,"капиталист",1.17514652593317e-18
"3081",1,"кай",1.88071953008757e-24
"3082",2,"кай",0.000172449477780103
"3083",3,"кай",0.00044475303006677
"3084",4,"кай",7.39055232728768e-16
"3085",5,"кай",0.00042802973901011
"3086",6,"кай",0.000296584709839299
"3087",7,"кай",0.00122756462482543
"3088",8,"кай",0.000135469599378362
"3089",9,"кай",0.00119595926122045
"3090",10,"кай",0.00011321948280692
"3091",1,"квартира",0.00275266863344327
"3092",2,"квартира",1.26749664037809e-10
"3093",3,"квартира",2.48752366040642e-13
"3094",4,"квартира",0.000997208109645998
"3095",5,"квартира",0.00177029337114257
"3096",6,"квартира",0.00226486264538917
"3097",7,"квартира",5.47513530751379e-28
"3098",8,"квартира",2.99130763389556e-29
"3099",9,"квартира",2.32035298723251e-12
